DATAFLOW,LAST UPDATE,freq,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,HU,2016-01-01,4.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,IE,2016-01-01,7.0,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,IS,2016-01-01,2.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,IT,2016-01-01,12.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,LT,2016-01-01,6.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,LU,2016-01-01,5.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,LV,2016-01-01,8.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,ME,2016-01-01,16.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,MK,2016-01-01,21.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,MT,2016-01-01,4.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,NL,2016-01-01,6.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,NO,2016-01-01,3.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,PL,2016-01-01,5.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,PT,2016-01-01,10.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,RO,2016-01-01,5.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,RS,2016-01-01,17.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,SE,2016-01-01,5.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,SI,2016-01-01,8.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,SK,2016-01-01,9.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,F,TR,2016-01-01,12.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,AT,2016-01-01,6.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,BE,2016-01-01,7.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,BG,2016-01-01,8.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,CH,2016-01-01,4.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,CY,2016-01-01,11.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,CZ,2016-01-01,2.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,DE,2016-01-01,3.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,DK,2016-01-01,4.6,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,EA20,2016-01-01,8.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,EA21,2016-01-01,8.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,EE,2016-01-01,6.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,EL,2016-01-01,18.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,ES,2016-01-01,16.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,EU27_2020,2016-01-01,8.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,FI,2016-01-01,7.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,FR,2016-01-01,8.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,HR,2016-01-01,10.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,HU,2016-01-01,4.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,IE,2016-01-01,7.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,IS,2016-01-01,2.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,IT,2016-01-01,10.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,LT,2016-01-01,8.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,LU,2016-01-01,5.0,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,LV,2016-01-01,9.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,ME,2016-01-01,17.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,MK,2016-01-01,22.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,MT,2016-01-01,3.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,NL,2016-01-01,4.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,NO,2016-01-01,4.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,PL,2016-01-01,5.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,PT,2016-01-01,9.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,RO,2016-01-01,7.0,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,RS,2016-01-01,15.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,SE,2016-01-01,5.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,SI,2016-01-01,6.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,SK,2016-01-01,7.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,M,TR,2016-01-01,8.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,AT,2016-01-01,5.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,BE,2016-01-01,7.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,BG,2016-01-01,8.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,CH,2016-01-01,4.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,CY,2016-01-01,11.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,CZ,2016-01-01,3.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,DE,2016-01-01,3.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,DK,2016-01-01,5.3,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,EA20,2016-01-01,9.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,EA21,2016-01-01,9.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,EE,2016-01-01,5.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,EL,2016-01-01,23.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,ES,2016-01-01,18.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,EU27_2020,2016-01-01,8.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,FI,2016-01-01,7.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,FR,2016-01-01,8.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,HR,2016-01-01,11.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,HU,2016-01-01,4.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,IE,2016-01-01,7.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,IS,2016-01-01,2.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,IT,2016-01-01,11.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,LT,2016-01-01,7.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,LU,2016-01-01,5.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,LV,2016-01-01,9.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,ME,2016-01-01,17.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,MK,2016-01-01,22.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,MT,2016-01-01,3.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,NL,2016-01-01,5.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,NO,2016-01-01,4.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,PL,2016-01-01,5.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,PT,2016-01-01,10.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,RO,2016-01-01,6.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,RS,2016-01-01,16.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,SE,2016-01-01,5.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,SI,2016-01-01,7.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,SK,2016-01-01,8.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y25-54,PC_ACT,T,TR,2016-01-01,9.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,AT,2016-01-01,3.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,BE,2016-01-01,6.0,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,BG,2016-01-01,7.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,CH,2016-01-01,2.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,CY,2016-01-01,7.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,CZ,2016-01-01,3.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,DE,2016-01-01,3.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,DK,2016-01-01,3.6,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,EA20,2016-01-01,6.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,EA21,2016-01-01,6.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,EE,2016-01-01,6.0,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,EL,2016-01-01,18.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,ES,2016-01-01,16.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,EU27_2020,2016-01-01,6.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,FI,2016-01-01,6.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,FR,2016-01-01,6.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,HR,2016-01-01,6.9,u,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,HU,2016-01-01,4.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,IE,2016-01-01,5.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,IS,2016-01-01,,u,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,IT,2016-01-01,4.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,LT,2016-01-01,5.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,LU,2016-01-01,,u,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,LV,2016-01-01,6.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,ME,2016-01-01,,u,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,MK,2016-01-01,13.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,MT,2016-01-01,,u,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,NL,2016-01-01,8.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,NO,2016-01-01,1.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,PL,2016-01-01,3.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,PT,2016-01-01,9.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,RO,2016-01-01,3.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,RS,2016-01-01,7.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,SE,2016-01-01,4.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,SI,2016-01-01,4.7,u,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,SK,2016-01-01,9.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,F,TR,2016-01-01,2.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,AT,2016-01-01,5.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,BE,2016-01-01,5.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,BG,2016-01-01,8.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,CH,2016-01-01,3.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,CY,2016-01-01,12.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,CZ,2016-01-01,3.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,DE,2016-01-01,3.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,DK,2016-01-01,3.6,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,EA20,2016-01-01,7.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,EA21,2016-01-01,7.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,EE,2016-01-01,8.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,EL,2016-01-01,19.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,ES,2016-01-01,16.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,EU27_2020,2016-01-01,6.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,FI,2016-01-01,7.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,FR,2016-01-01,7.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,HR,2016-01-01,10.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,HU,2016-01-01,4.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,IE,2016-01-01,6.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,IS,2016-01-01,2.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,IT,2016-01-01,5.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,LT,2016-01-01,8.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,LU,2016-01-01,5.4,u,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,LV,2016-01-01,10.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,ME,2016-01-01,9.0,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,MK,2016-01-01,18.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,MT,2016-01-01,3.5,u,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,NL,2016-01-01,7.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,NO,2016-01-01,2.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,PL,2016-01-01,4.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,PT,2016-01-01,12.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,RO,2016-01-01,4.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,RS,2016-01-01,9.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,SE,2016-01-01,5.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,SI,2016-01-01,6.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,SK,2016-01-01,7.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,M,TR,2016-01-01,6.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,AT,2016-01-01,4.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,BE,2016-01-01,5.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,BG,2016-01-01,7.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,CH,2016-01-01,3.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,CY,2016-01-01,10.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,CZ,2016-01-01,3.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,DE,2016-01-01,3.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,DK,2016-01-01,3.6,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,EA20,2016-01-01,7.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,EA21,2016-01-01,7.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,EE,2016-01-01,7.0,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,EL,2016-01-01,18.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,ES,2016-01-01,16.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,EU27_2020,2016-01-01,6.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,FI,2016-01-01,6.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,FR,2016-01-01,6.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,HR,2016-01-01,8.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,HU,2016-01-01,4.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,IE,2016-01-01,5.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,IS,2016-01-01,1.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,IT,2016-01-01,5.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,LT,2016-01-01,7.0,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,LU,2016-01-01,4.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,LV,2016-01-01,8.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,ME,2016-01-01,7.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,MK,2016-01-01,16.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,MT,2016-01-01,3.4,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,NL,2016-01-01,7.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,NO,2016-01-01,1.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,PL,2016-01-01,4.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,PT,2016-01-01,10.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,RO,2016-01-01,4.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,RS,2016-01-01,8.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,SE,2016-01-01,4.8,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,SI,2016-01-01,6.0,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,SK,2016-01-01,8.6,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y55-74,PC_ACT,T,TR,2016-01-01,5.5,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,F,AT,2017-01-01,9.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,F,BE,2017-01-01,18.2,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,F,BG,2017-01-01,16.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,F,CH,2017-01-01,8.0,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,F,CY,2017-01-01,22.9,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,F,CZ,2017-01-01,8.7,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,F,DE,2017-01-01,6.2,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,F,DK,2017-01-01,11.9,b,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,F,EA20,2017-01-01,19.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,F,EA21,2017-01-01,19.1,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,F,EE,2017-01-01,9.3,,
ESTAT:UNE_RT_A(1.0),29/04/26 23:00:00,A,Y15-24,PC_ACT,F,EL,2017-01-01,49.0,,
